JK,Issue code,Issue name,Listing date,Provider,Yield(The past year),Underlying index,Tracking error,AUM,Disparate ratio,Volatility,Replication method,TER,Taxation type
,373530,ARIRANG MSCI EM Inverse(SYNTH H),2020/12/16,Hanwha Asset Mgt.,-4.82,MSCI EM Index,1.85,5689267047,0.13,Normal,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,266550,ARIRANG MidLVol,2017/03/28,Hanwha Asset Mgt.,19.6,FnGuide Mid-Cap Low Volatility 50 Index,0.73,6252920302,0.03,Normal,Physical(Passive),0.23,Non taxable
,477050,ARIRANG Money Market Active,2024/03/26,Hanwha Asset Mgt.,0,KAP Mark-to-market MMF Index(TR),0.02,305261354819,0.04,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,287180,ARIRANG NASDAQ Tech,2017/12/13,Hanwha Asset Mgt.,46.07,NASDAQ 100 Technology Sector Index,0.2,29914260230,-0.22,Normal,Physical(Passive),0.5,Dividend Income Tax(Foreign Stock Investment ETF)
,415920,ARIRANG RareEarth Company MV,2022/01/18,Hanwha Asset Mgt.,-48.04,MVIS Global Rare Earth/Strategic Metals Index (Price Return),7.25,2304307830,1.2,Very high,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,429760,ARIRANG S&P 500,2022/05/31,Hanwha Asset Mgt.,32.57,S&P 500,0.59,19824035615,-0.11,Low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,269530,ARIRANG S&P Global Infra,2017/05/16,Hanwha Asset Mgt.,12.19,S&P Global Infrastructure Index,3.01,7585218723,-0.17,Low,Physical(Passive),0.3,Dividend Income Tax(Foreign Stock Investment ETF)
,269540,ARIRANG S&P500(H),2017/05/16,Hanwha Asset Mgt.,24.27,S&P 500,1.05,66991034965,-0.14,Low,Physical(Passive),0.3,Dividend Income Tax(Foreign Stock Investment ETF)
,238670,ARIRANG SMARTBETA Quality Balanced,2016/02/24,Hanwha Asset Mgt.,1.03,WISE-KAP Smartbeta Quality Conservative Balanced Index,0.25,4298478699,0.04,Very low,Physical(Passive),0.2,Dividend income tax(tax on holding period)
,189400,ARIRANG SYNTH-AC World(H),2013/12/10,Hanwha Asset Mgt.,18.88,MSCI ACWI Index,0.35,9645214804,-0.12,Low,Synthetic(Passive),0.4,Dividend income tax(tax on holding period)
,195970,ARIRANG SYNTH-EAFE(H),2014/05/13,Hanwha Asset Mgt.,10.15,MSCI EAFE Index,0.74,14717103092,-0.57,Normal,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,195980,ARIRANG SYNTH-EM(H),2014/05/13,Hanwha Asset Mgt.,7.41,MSCI EM Index,0.59,71480401305,-0.84,Normal,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,213630,ARIRANG SYNTH-US High Dividend(H),2015/01/26,Hanwha Asset Mgt.,8.01,Dow Jones U.S Select Dividend Index,0.84,13384206469,0.15,Low,Synthetic(Passive),0.4,Dividend income tax(tax on holding period)
,457990,ARIRANG Solar&ESS Fn,2023/06/20,Hanwha Asset Mgt.,8.59,FnGuide Solar & ESS Index,0.94,6331451631,0.07,Very high,Physical(Passive),0.45,Non taxable
,433850,ARIRANG TDF2030 Active,2022/06/30,Hanwha Asset Mgt.,12.05,Morningstar Korea Lifetime Allocation Moderate 2030 Index (Gross Return),2.39,2336113164,0.29,Very low,Physical(Active),0.14,Dividend income tax(tax on holding period)
,433860,ARIRANG TDF2040 Active,2022/06/30,Hanwha Asset Mgt.,12.96,Morningstar Korea Lifetime Allocation Moderate 2040 Index (Gross Return),2.22,2525069887,-0.7,Low,Physical(Active),0.16,Dividend income tax(tax on holding period)
,433870,ARIRANG TDF2050 Active,2022/06/30,Hanwha Asset Mgt.,20.61,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return),3.37,2314412887,0.37,Low,Physical(Active),0.18,Dividend income tax(tax on holding period)
,433880,ARIRANG TDF2060 Active,2022/06/30,Hanwha Asset Mgt.,23.39,Morningstar Korea Lifetime Allocation Moderate 2060 Index (Gross Return),4.11,4456115859,-0.4,Low,Physical(Active),0.2,Dividend income tax(tax on holding period)
,426410,ARIRANG Top10 US Listed Alt Managers MV,2022/05/11,Hanwha Asset Mgt.,48.63,BlueStar Top 10 US Listed Alternative Asset Managers Index (Price Return),3.09,8367305774,0.27,Normal,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,451000,ARIRANG Total Market Bond Active,2023/01/10,Hanwha Asset Mgt.,6.38,"KAP Total Market Bond Index(AA- or higher, Total Return)",0.16,436472769179,0.03,Very low,Physical(Active),0.045,Dividend income tax(tax on holding period)
,456200,ARIRANG US Dollar SOFR Active(SYNTH),2023/05/09,Hanwha Asset Mgt.,12.4,Solactive SOFR Daily Total Return Index,0.04,8247721320,0.08,Very low,Synthetic(Active),0.09,Dividend income tax(tax on holding period)
,332620,ARIRANG US Long-term Credit,2019/08/20,Hanwha Asset Mgt.,5.74,ICE BofaAML 15+ Year AAA-A US Corporate Index(Total Return),3.78,30957856056,0.14,Low,Physical(Passive),0.315,Dividend income tax(tax on holding period)
,332610,ARIRANG US Short-term Credit(AAA~A),2019/08/20,Hanwha Asset Mgt.,11.48,ICE BofaAML 1-3 Year AAA-A US Corporate Index(Total Return),0.69,29642728900,0.19,Very low,Physical(Passive),0.315,Dividend income tax(tax on holding period)
,461910,ARIRANG US Tech 10 2X iSelect(SYNTH),2023/07/18,Hanwha Asset Mgt.,0,iSelect U.S. Tech 10 Index,7.53,11379252800,-0.78,Very high,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,461900,ARIRANG US Tech 10 iSelect,2023/07/18,Hanwha Asset Mgt.,0,iSelect U.S. Tech 10 Index,0.24,10948170631,-0.23,Normal,Physical(Passive),0.01,Dividend income tax(tax on holding period)
,464470,ARIRANG US Treasury Bond 30-Year Active,2023/08/22,Hanwha Asset Mgt.,0,ICE U.S. Treasury 20+ Year Bond Index(Total Return),4.06,35746396638,-0.13,Normal,Physical(Active),0.15,Dividend income tax(tax on holding period)
,474920,Assetplus China LeadingCo Focus10 Active,2024/01/16,ASSETPLUS,0,"MSCI China Index(USD, Price Return)",12.14,11619106946,-0.83,Normal,Physical(Active),0.99,Dividend income tax(tax on holding period)
,433220,Assetplus Global Blacksmith Active,2022/06/28,ASSETPLUS,34.35,S&P 500,8.97,8110196162,-0.07,Normal,Physical(Active),0.99,Dividend income tax(tax on holding period)
,462340,Assetplus Global Dynamic Senior Active,2023/07/25,ASSETPLUS,0,S&P 500,6.48,6529554030,-1.33,Low,Physical(Active),0.99,Dividend income tax(tax on holding period)
,407830,Assetplus Global Platform Active,2021/11/16,ASSETPLUS,31.53,S&P 500,14.55,42351081825,-0.78,Normal,Physical(Active),0.99,Dividend income tax(tax on holding period)
,451150,Assetplus Global Young Age Active,2023/01/31,ASSETPLUS,17.38,S&P 500,8.08,6700362534,-0.23,Low,Physical(Active),0.99,Dividend income tax(tax on holding period)
,477490,Assetplus GlobalLeadingCo Focus10 Active,2024/03/19,ASSETPLUS,0,MSCI World,10.22,9526411053,-0.19,Normal,Physical(Active),0.99,Dividend income tax(tax on holding period)
,442090,Assetplus Korea Blacksmith Active,2022/09/20,ASSETPLUS,-2.19,FnGuide Blacksmith Index (Price Return),16.31,9280642818,0.08,High,Physical(Active),0.975,Dividend income tax(tax on holding period)
,407820,Assetplus Korea Platform Active,2021/11/16,ASSETPLUS,-5.64,FnGuide Platform Index(Price Return),12.02,14955970740,-0.27,Low,Physical(Active),0.975,Dividend income tax(tax on holding period)
,470320,BNK 24-11 Corporate Bond Active,2023/11/14,BNK ASSETMANAGEMENT,0,KAP 24-11 Corporate Bond TR Index(AA- or higher),0.07,110171192404,0.04,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,457930,BNK Future Strategic Technology Active,2023/06/20,BNK ASSETMANAGEMENT,12.19,iSelect Future Strategic Technology Index (PR),0.52,8384005807,0.01,Normal,Physical(Active),0.495,Dividend income tax(tax on holding period)
,466810,BNK Secondary Battery Cathode,2023/10/19,BNK ASSETMANAGEMENT,0,iSelect Secondary Battery Cathode Materials Index,0.39,5309779216,0.07,Very high,Physical(Passive),0.395,Non taxable
,445690,BNK Shareholder Yield Active,2022/10/27,BNK ASSETMANAGEMENT,19.53,FnGuide Shareholder Yield Index,5.04,15645101757,-0.16,Normal,Physical(Active),0.495,Dividend income tax(tax on holding period)
,486240,DAISHIN343 AI Semicon&Infra Active,2024/06/18,DAM,0,FnGuide AI Semiconductor&Infrastructure Index,3.81,29825359318,0.1,High,Physical(Active),0.36,Dividend income tax(tax on holding period)
,434960,DAISHIN343 K200,2022/06/28,DAM,12.36,KOSPI 200,0.71,36720506596,-0.38,Normal,Physical(Passive),0.1,Non taxable
,448570,FOCUS AI KOREA Active,2022/11/15,VI Asset Management,13.77,KOSPI,4.37,15869007024,-0.33,High,Physical(Active),0.455,Dividend income tax(tax on holding period)
,285690,FOCUS ESG Leaders,2017/12/13,VI Asset Management,15.08,KRX ESG Leaders 150,0.71,9090944985,0.06,Normal,Physical(Passive),0.1,Non taxable
,402520,FOCUS Innovation Active,2021/09/30,VI Asset Management,11.99,KOSPI,8.12,937394937,0.17,Normal,Physical(Active),0.66,Dividend income tax(tax on holding period)
,292730,FOCUS KRX300,2018/03/26,VI Asset Management,14.59,KRX 300,0.65,11126613694,-0.05,Normal,Physical(Passive),0.1,Non taxable
,293180,HANARO 200,2018/03/30,NH-Amundi,12.52,KOSPI 200,0.71,513383576646,-0.48,Normal,Physical(Passive),0.036,Non taxable
,407310,HANARO 200 TOP10,2021/11/24,NH-Amundi,2,KOSPI 200 Top 10 Index,0.91,13037234862,-0.42,High,Physical(Passive),0.15,Non taxable
,306520,HANARO 200F Inverse,2018/09/18,NH-Amundi,-9.54,F-KOSPI 200,0.16,4209571734,0.86,Normal,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,304780,HANARO 200F Leverage,2018/08/14,NH-Amundi,22.16,F-KOSPI 200,0.87,43727379184,-0.24,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,332930,HANARO 200TR,2019/08/28,NH-Amundi,14.75,KOSPI 200 TR,0.15,97496447369,-0.6,Normal,Physical(Passive),0.07,Dividend income tax(tax on holding period)
,367740,HANARO 5G Industry,2020/10/29,NH-Amundi,24.99,FnGuide 5G Industry Index,1.13,5780121064,-0.14,Normal,Physical(Passive),0.45,Non taxable
,314700,HANARO Agribusiness,2018/12/21,NH-Amundi,-14.6,FnGuide Agriculture Business Industry Index(Excess Return),0.75,4000496429,-0.01,Normal,Physical(Passive),0.5,Non taxable
,454320,HANARO CAPEX,2023/04/18,NH-Amundi,32.1,iSelect CAPEX Index(Price Return),0.35,105472710956,0.06,Very high,Physical(Passive),0.45,Non taxable
,471290,HANARO CD Active(Synth),2023/11/14,NH-Amundi,0,iSelect CD Index(TR),0.01,11758823899,0,Very low,Synthetic(Active),0.02,Dividend income tax(tax on holding period)
,456100,HANARO EURO Treasury 25+ Year(Synth H),2023/05/16,NH-Amundi,-2.98,Bloomberg Euro Treasury 50bn 25+ Year Bond Index,0.04,3070537458,0.01,Normal,Synthetic(Passive),0.2,Dividend income tax(tax on holding period)
,381560,HANARO Electric&Hydrogen Vehicle,2021/04/02,NH-Amundi,-6.78,FnGuide Electric&Hydrogen Vehicle Index (Price Return),0.99,20538239301,0,High,Physical(Passive),0.45,Non taxable
,368190,HANARO Fn K-NewDeal Digital Plus,2020/11/10,NH-Amundi,-18.05,FnGuide K-NewDeal Digital Plus Index,0.24,34665794802,0.16,Very high,Physical(Passive),0.45,Non taxable
,401590,HANARO Global Carbon Futures (Synth),2021/09/30,NH-Amundi,-8.86,ICE Global Carbon Futures Index(Excess Return),0.36,9699552191,0.2,Very high,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,461340,HANARO Global Generative AI Active,2023/07/11,NH-Amundi,0,Solactive United States Technology 100 Index(Price Return),11.44,13395731110,0.13,High,Physical(Active),0.6,Dividend income tax(tax on holding period)
,473640,HANARO Global Gold Miner,2024/01/18,NH-Amundi,0,NYSE Arca Gold Miners Index (Price Return),2.31,6723647683,-1.27,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,354350,HANARO Global Luxury S&P (Synth),2020/05/12,NH-Amundi,-0.84,S&P Global Luxury Index,0.39,32808798735,-0.47,Low,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,464060,HANARO Global Semicon TOP10 SOLACTIVE,2023/08/01,NH-Amundi,0,Solactive Semiconductor Top 10 Index PR,0.33,9583536357,-0.11,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,407300,HANARO Golf Theme,2021/11/24,NH-Amundi,-11.12,FnGuide Golf Theme Index,0.39,3180293986,-0.47,Normal,Physical(Passive),0.45,Non taxable
,381570,HANARO Green Energy,2021/04/02,NH-Amundi,-11.96,FnGuide Green Energy Index (Price Return),0.26,4908780272,0.35,Very high,Physical(Passive),0.45,Non taxable
,375760,HANARO Green-Newdeal,2021/02/05,NH-Amundi,11.12,S&P/KRX Carbon Efficient Capped,0.64,9479379159,-0.42,Normal,Physical(Passive),0.2,Non taxable
,322410,HANARO High Dividend,2019/04/23,NH-Amundi,16.69,FnGuide High Dividend Alpha Index,2.25,5808965506,-0.34,Low,Physical(Passive),0.25,Non taxable
,479850,HANARO K-Beauty,2024/04/16,NH-Amundi,0,FnGuide K-Beauty Index,0.09,8813691726,-0.33,Very high,Physical(Passive),0.45,Non taxable
,438900,HANARO K-Food,2022/08/17,NH-Amundi,29.3,FnGuide K-Food Index (Price Return),0.28,19289126239,0.04,High,Physical(Passive),0.45,Non taxable
,395280,HANARO K-Game,2021/07/30,NH-Amundi,-11.92,FnGuide K-Game Index,0.33,13345925810,0.11,Very high,Physical(Passive),0.45,Non taxable
,473380,HANARO K-MediTech,2023/12/21,NH-Amundi,0,iSelect K-MediTech Index(PR),0.94,4456910646,-0.44,Very high,Physical(Passive),0.45,Non taxable
,402460,HANARO K-Metaverse MZ,2021/10/13,NH-Amundi,-6.98,FnGuide K-Metaverse MZ Index(Price Return),0.59,5498084215,0.06,Normal,Physical(Passive),0.45,Non taxable
,395290,HANARO K-POP&Media,2021/07/30,NH-Amundi,-35.97,FnGuide K-POP & Media Index,0.16,115418504046,-0.07,Very high,Physical(Passive),0.45,Non taxable
,395270,HANARO K-Semiconductor,2021/07/30,NH-Amundi,43.9,FnGuide K-Semiconductor Index,0.4,162622667504,-0.06,High,Physical(Passive),0.45,Non taxable
,346000,HANARO KAP Ultra Long-term KTB,2020/01/16,NH-Amundi,4.79,KAP Ultra-long KTB Index(Total Return),0.27,8050462606,0.02,Low,Physical(Passive),0.2,Dividend income tax(tax on holding period)
,453060,HANARO KOFR Active(Synth),2023/03/14,NH-Amundi,3.67,KOFR Index,0,12570360918,0.01,Very low,Synthetic(Active),0.05,Dividend income tax(tax on holding period)
,304770,HANARO KOSDAQ150,2018/08/14,NH-Amundi,2.61,KOSDAQ 150,0.16,18006187311,-0.74,Very high,Physical(Passive),0.2,Non taxable
,306530,HANARO KOSDAQ150F Leverage,2018/09/18,NH-Amundi,0.34,F-KOSDAQ150 Index,1.89,2730095305,-0.62,Very high,Physical(Passive),0.45,Dividend income tax(tax on holding period)
,404470,HANARO KRX Climate Change Solutions,2021/10/29,NH-Amundi,-2.91,KRX Climate Change Solutions,0.53,6709099365,-0.31,Very high,Physical(Passive),0.25,Non taxable
,304760,HANARO KRX300,2018/08/14,NH-Amundi,13.25,KRX 300,0.66,6232939152,-0.44,Normal,Physical(Passive),0.05,Non taxable
,448510,HANARO MSCI Global New Energy(Synth),2022/11/30,NH-Amundi,-18.28,MSCI ACWI IMI New Energy ESG Filtered (Price Return),0.23,4017620709,0.07,High,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,424460,HANARO MSCI Global Water(Synth),2022/04/19,NH-Amundi,20.92,MSCI ACWI IMI Water ESG Filtered (Price Return),0.25,7757280000,0.16,Low,Synthetic(Passive),0.5,Dividend income tax(tax on holding period)
,332940,HANARO MSCI Korea TR,2019/08/28,NH-Amundi,12.3,MSCI Korea TR Index,0.25,194723840602,-0.42,Normal,Physical(Passive),0.12,Dividend income tax(tax on holding period)
,432850,HANARO MSCI Virology,2022/06/08,NH-Amundi,15.51,MSCI World IMI Virology Select Index,1.48,4759075354,0.15,Normal,Physical(Passive),0.5,Dividend income tax(tax on holding period)
,434730,HANARO Nuclear Power,2022/06/28,NH-Amundi,66.77,iSelect Nuclear Power Index (Price Return),0.35,48131814477,-0.23,Very high,Physical(Passive),0.45,Non taxable
,448490,HANARO Oct 2032 Treasury,2022/11/22,NH-Amundi,5.12,KAP 32-10 Government Bond 10Y TR Index,0.22,49124130418,-0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,432840,HANARO S&P500,2022/06/08,NH-Amundi,32.63,S&P 500,0.23,8553381736,-0.5,Low,Physical(Passive),0.045,Dividend income tax(tax on holding period)
,476260,HANARO Semicon Core Process Tech Leaders,2024/02/27,NH-Amundi,0,FnGuide Semiconductor Core Process tech Index,0.66,4483652007,0.11,Very high,Physical(Passive),0.45,Non taxable
,482870,HANARO Shareholder Value Growth Active,2024/06/11,NH-Amundi,0,iSelect Shareholder value growth index,7.61,9582351071,-0.49,Low,Physical(Active),0.6,Dividend income tax(tax on holding period)
,441540,HANARO Shipping,2022/09/15,NH-Amundi,13.42,FnGuide Shipbuilding & Shipping Industry Index,0.58,44697063809,0.03,Very high,Physical(Passive),0.45,Non taxable
,390950,HANARO Short-Term Bond Active,2021/06/25,NH-Amundi,3.44,KAP Short-Term MSB Index(Total Return),0.04,5351451670,0.01,Very low,Physical(Active),0.1,Dividend income tax(tax on holding period)
,461500,HANARO Total Market Bond(AA-) Active,2023/10/26,NH-Amundi,0,KAP Total Market Bond TR Index(AA- or higher),0.17,74009954658,0.08,Very low,Physical(Active),0.02,Dividend income tax(tax on holding period)
,472490,HANARO US Agtech,2023/11/28,NH-Amundi,0,iSelect US AgTech Index (PR),0.39,3195454267,-0.3,High,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,419170,HANARO US Metaverse,2022/02/22,NH-Amundi,39.72,iSelect US Metaverse PR Index,0.24,5908320409,-0.21,Normal,Physical(Passive),0.49,Dividend income tax(tax on holding period)
,322400,HANARO e-Commerce,2019/04/23,NH-Amundi,-5.18,FnGuide E-Commerce Index,0.31,47389096143,0.19,High,Physical(Passive),0.45,Non taxable
,464230,HEROES 24-09 TERM CORPORATE BOND ACTIVE,2023/08/17,KIWOOM AM,0,KIS Korea Corporate Bond Target Day Index 24-09(AA- or higher)(Total Return),0.09,145744833465,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,467620,HEROES 25-09 US Term Bond Active,2023/10/17,KIWOOM AM,0,USD AA3 Above Select September 2025 Maturity Index(Total Return),0.8,13835345338,-0.04,Very low,Physical(Active),0.29,Dividend income tax(tax on holding period)
,464240,HEROES 26-09 TERM CORPORATE BOND ACTIVE,2023/08/17,KIWOOM AM,0,KIS Korea Corporate Bond Target Day Index 24-09(AA- or higher)(Total Return),0.15,70753688694,-0.03,Very low,Physical(Active),0.07,Dividend income tax(tax on holding period)
,471460,HEROES 30-Year Treasury Bond Active,2023/11/07,KIWOOM AM,0,KIS-KIWOOM Government 30Y Index,0.38,9330144585,0.18,Low,Physical(Active),0.035,Dividend income tax(tax on holding period)
,458210,HEROES CD Active(Synth),2023/05/23,KIWOOM AM,3.59,FnGuide CD91 Interest Rates Index(Total Return),0.05,111957512860,0.02,Very low,Synthetic(Active),0.03,Dividend income tax(tax on holding period)
,437550,HEROES Global REITs IGIS Active,2022/07/29,KIWOOM AM,12.89,S&P Global REIT Index,3.36,5466151324,-0.44,Normal,Physical(Active),0.73,Dividend Income Tax(Separate Taxation Real Estate ETF)
,476450,HEROES Money Market Active,2024/02/29,KIWOOM AM,0,KIS-KIWOOM MMF Index(Total Return Index),0.04,350153548133,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,429870,HEROES REITs IGIS Active,2022/05/24,KIWOOM AM,3.9,iSelect REITs Index,3.55,4245712232,0.07,Low,Physical(Active),0.52,Dividend Income Tax(Separate Taxation Real Estate ETF)
,419890,HEROES Short-Term Bond ESG Active,2022/03/03,KIWOOM AM,4.7,KIS ESG 9M~1.5Y,0.14,91388908799,0,Very low,Physical(Active),0.15,Dividend income tax(tax on holding period)
,435530,HEROES TDF 2030 Active,2022/06/30,KIWOOM AM,18.26,Dow Jones Target 2030 Index (Total Return),3.8,6219320135,-0.27,Very low,Physical(Active),0.3,Dividend income tax(tax on holding period)
,435540,HEROES TDF 2040 Active,2022/06/30,KIWOOM AM,22.97,Dow Jones Target 2040 Index (Total Return),3.54,6616440565,-0.29,Very low,Physical(Active),0.34,Dividend income tax(tax on holding period)
,435550,HEROES TDF 2050 Active,2022/06/30,KIWOOM AM,24.35,Dow Jones Target 2050 Index (Total Return),3.31,7366626929,-0.29,Very low,Physical(Active),0.38,Dividend income tax(tax on holding period)
,454780,HEROES Total Market Bond Active,2023/04/11,KIWOOM AM,6.66,KIS All Bond Market Index(AA- or higher)(Total Return),0.34,140839145837,0.01,Very low,Physical(Active),0.025,Dividend income tax(tax on holding period)
,460270,HEROES US Dollar SOFR Active(Synth),2023/06/20,KIWOOM AM,12.26,Solactive SOFR Daily Total Return Index,0.1,9302002129,0.1,Very low,Synthetic(Active),0.05,Dividend income tax(tax on holding period)
,459790,HEROES US Growth 30 Active,2023/06/27,KIWOOM AM,30.99,MSCI USA Index(Price Return),5.87,10180740939,-4.42,Normal,Physical(Active),0.76,Dividend income tax(tax on holding period)
,391670,HK Best11 Active,2021/07/06,HKAM,23.98,KOSPI 200,9.13,4907532823,-0.46,Normal,Physical(Active),0.3,Dividend income tax(tax on holding period)
,391680,HK HighVol Active,2021/07/06,HKAM,6.22,KOSPI 200,5.44,4764505572,-0.44,Normal,Physical(Active),0.3,Dividend income tax(tax on holding period)
,215620,HK S&P Korea LowVol,2015/03/25,HKAM,16.58,S&P Korea Low-Volatility(KRW) Index (Price Return),2.64,6284388953,-0.1,Low,Physical(Passive),0.4,Non taxable
,472920,HK Total Market Bond Active,2023/11/28,HKAM,0,KAP Total Market Bond AA- or higher Index(PR),0.22,111563645143,0.2,Very low,Physical(Active),0.036,Dividend income tax(tax on holding period)
,472840,ITF KS200,2023/12/21,IBK Asset Management,0,KOSPI 200,0.74,12485832350,-0.44,Normal,Physical(Passive),0.08,Non taxable
,481430,KBSTAR 10Y T-Bond Active,2024/05/21,KB ASSET MANAGEMENT,0,KAP KTB 10Y Index(Total Return),0.11,64344259999,-0.06,Very low,Physical(Active),0.012,Dividend income tax(tax on holding period)
,148020,KBSTAR 200,2011/10/20,KB ASSET MANAGEMENT,12.71,KOSPI 200,0.74,1223129343632,-0.38,Normal,Physical(Passive),0.017,Non taxable
,284980,KBSTAR 200 Financials,2017/12/08,KB ASSET MANAGEMENT,37.91,KOSPI 200 Financials,2.01,6345611145,-0.25,High,Physical(Passive),0.19,Non taxable
,252410,KBSTAR 200 Futures Inverse,2016/09/12,KB ASSET MANAGEMENT,-10.39,F-KOSPI 200,0.32,9837640495,-0.05,Normal,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,252420,KBSTAR 200 Futures Inverse 2X,2016/09/22,KB ASSET MANAGEMENT,-23.97,F-KOSPI 200,0.78,20084665581,0.17,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,252400,KBSTAR 200 Futures Leverage,2016/09/12,KB ASSET MANAGEMENT,22.09,F-KOSPI 200,0.78,19027219953,-0.06,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,290080,KBSTAR 200 Hi Div Co Call,2018/02/27,KB ASSET MANAGEMENT,10.33,C-KOSPI 200 LVHD-A Index(Price Return),4.96,10099820219,0.33,Low,Physical(Passive),0.4,Dividend income tax(tax on holding period)
,475720,KBSTAR 200 Weekly Covered Call,2024/03/05,KB ASSET MANAGEMENT,0,KOSPI 200 Weekly Covered Call ATM Index,1.54,99839856684,-0.48,Low,Physical(Passive),0.3,Dividend income tax(tax on holding period)
,361580,KBSTAR 200TR,2020/08/21,KB ASSET MANAGEMENT,14.83,KOSPI 200 TR,0.24,260364815176,-0.48,Normal,Physical(Passive),0.012,Dividend income tax(tax on holding period)
,385560,KBSTAR 30Y T-Bond Enhanced ETF,2021/05/26,KB ASSET MANAGEMENT,8.6,KIS KTB 30Y Enhanced Index(Gross Price),0.45,404966662441,0.12,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,472870,KBSTAR 30Y US T-Bond(JPY)(SYNTH H),2023/12/27,KB ASSET MANAGEMENT,0,KIS 30Y US Treasury Bond Index(JPY)(TR),0.33,293526735075,-1.03,Normal,Synthetic(Passive),0.15,Dividend income tax(tax on holding period)
,469070,KBSTAR AI&Robotics,2023/10/24,KB ASSET MANAGEMENT,0,iSelect AI&Robotics Index(Price Return),0.96,42210476408,0.15,Very high,Physical(Passive),0.4,Non taxable
,385540,KBSTAR Active Bond ETF,2021/05/26,KB ASSET MANAGEMENT,6.35,KIS Korea Total Bond Market Index(A- or higher)(Total Return),0.1,1346090555030,0.02,Very low,Physical(Active),0.012,Dividend income tax(tax on holding period)
,385550,KBSTAR Active Short Term Bond ETF,2021/05/26,KB ASSET MANAGEMENT,4.15,KIS Korea Short Term Bond Market Index(AA- or higher)(Total Return),0.06,118899790451,0.02,Very low,Physical(Active),0.05,Dividend income tax(tax on holding period)
,446700,KBSTAR Battery Recycling,2022/11/01,KB ASSET MANAGEMENT,-24.18,iSelect Battery Recycling Index(Price Return),4.4,19170250054,0.16,Very high,Physical(Passive),0.4,Non taxable
,475350,KBSTAR Berkshire Portfolio TOP10,2024/02/27,KB ASSET MANAGEMENT,0,Solactive Berkshire Portfolio Top10 Index(TR),0.15,16686782779,0.5,Low,Physical(Passive),0.35,Dividend income tax(tax on holding period)
,477080,KBSTAR CD Rate Active(SYNTH),2024/03/26,KB ASSET MANAGEMENT,0,FnGuide CD Interest Rate Investment Index(Total Return),0.02,388892094445,0.03,Very low,Synthetic(Active),0.02,Dividend income tax(tax on holding period)
,174360,KBSTAR CSI100,2013/06/04,KB ASSET MANAGEMENT,-4.67,CSI 100,0.62,68568593572,-0.85,Low,Physical(Passive),0.65,Dividend Income Tax(Foreign Stock Investment ETF)
,291680,KBSTAR China H Fut Inv,2018/03/23,KB ASSET MANAGEMENT,-2.76,Hang Seng China Enterprises Futures Index(Price Return),1.4,5963194839,2,Very high,Physical(Passive),0.6,Dividend income tax(tax on holding period)
,250730,KBSTAR China HSCEI(H),2016/08/10,KB ASSET MANAGEMENT,-2.49,HSCEI(Hang Seng China Enterprise Index),1.41,38809382653,-2.03,High,Physical(Passive),0.021,Dividend Income Tax(Foreign Stock Investment ETF)
,371150,KBSTAR China Hang Seng TECH,2020/12/16,KB ASSET MANAGEMENT,-4.36,Hang Seng TECH Index,0.75,8031451046,-2.96,Very high,Physical(Passive),0.14,Dividend income tax(tax on holding period)
,463300,KBSTAR China Mainland CSI300,2023/08/08,KB ASSET MANAGEMENT,0,CSI 300 Index,2.94,33919207664,-0.9,Normal,Physical(Passive),0.05,Dividend income tax(tax on holding period)
,388280,KBSTAR Contact Leader,2021/06/10,KB ASSET MANAGEMENT,-26.71,FnGuide Leader of Contact Index(Price Return),0.61,35173298972,0.11,Normal,Physical(Passive),0.45,Non taxable
,136340,KBSTAR Credit,2011/04/15,KB ASSET MANAGEMENT,0.91,KOBI Credit Index(Total Return),0.13,61496263356,-0.01,Very low,Physical(Passive),0.07,Dividend income tax(tax on holding period)
