JK,Code,Name,Industry,Market cap.,Amplitude,P/E,Turnover Ratio
,08006,SINO SPLENDID,Publishing,25525000,0,-0.52,0
,02383,TOM GROUP,Publishing,2058000000,0.01851,-9.286,0.00003
,01105,SING TAO,Publishing,264163000,0.03225,-5.357,0.00003
,01000,BEIJING MEDIA,Publishing,84843000,0,-5,0
,00811,XINHUA WINSHARE,Publishing,12412000000,0.0262,7.125,0.00431
,00772,CHINA LIT,Publishing,26674000000,0.03065,30.023,0.00356
,00685,MEDIA CHINESE,Publishing,329011000,0.02631,-3.25,0.00003
,00426,ONE MEDIA GROUP,Publishing,21248000,0,-1.019,0
,00423,HKET HOLDINGS,Publishing,401388000,0,14.531,0.00001
,00072,META MEDIA,Publishing,105205000,0,-2.727,0.00014
,00018,ORIENTAL E H,Publishing,851260000,0.02857,11.452,0.00014
,80737,BAY AREA DEV-R,Railways and Highways,5208000000,0,9.883,0
,02169,CANGGANGRAILWAY,Railways and Highways,3680000000,0.06185,57.5,0.00175
,01785,CHENGDU EXPWAY,Railways and Highways,3345000000,0.00956,4.903,0.00103
,01576,QILU EXPRESSWAY,Railways and Highways,4460000000,0,7.69,0
,01052,YUEXIUTRANSPORT,Railways and Highways,6944000000,0.01449,8.218,0.00149
,00995,ANHUIEXPRESSWAY,Railways and Highways,16320000000,0.02335,8.921,0.0041
,00737,BAY AREA DEV,Railways and Highways,5485000000,0.01123,9.418,0.00001
,00576,ZHEJIANGEXPRESS,Railways and Highways,30567000000,0.03244,5.301,0.00304
,00548,SHENZHENEXPRESS,Railways and Highways,17184000000,0.02135,6.689,0.00193
,00177,JIANGSU EXPRESS,Railways and Highways,42367000000,0.0142,8.697,0.00396
,00152,SHENZHEN INT'L,Railways and Highways,15710000000,0.02121,8.264,0.00239
,00107,SICHUAN EXPRESS,Railways and Highways,10887000000,0.03081,8.279,0.00182
,02423,BEKE-W,Real Estate Agent,142594000000,0.02222,21.964,0.00023
,02048,E-HOUSE ENT,Real Estate Agent,218632000,0.20833,-0.16,0.00001
,01200,MIDLAND HOLDING,Real Estate Agent,537815000,0.08,-12.931,0.00036
,00733,HOPEFLUENT,Real Estate Agent,505612000,0,-0.952,0
,00459,LEGEND UPSTAR,Real Estate Agent,180528000,0.02912,-50,0.00057
,00352,FORTUNE SUN,Real Estate Agent,30527000,0,-3.024,0
,80016,SHK PPT-R,Real Estate Developers,189949000000,0.00377,8.618,0
,09993,RADIANCE HLDGS,Real Estate Developers,11327000000,0.07246,-17.61,0.00137
,09968,HUIJING HLDGS,Real Estate Developers,147112000,0.03448,-0.192,0.00091
,06999,LEADING HLDGS,Real Estate Developers,297814000,0,-0.205,0
,06968,GANGLONG CHINA,Real Estate Developers,285437000,0.08379,1.743,0.00071
,06611,SANXUN GROUP,Real Estate Developers,78361000,0,-0.172,0
,06158,ZHENRO PPT,Real Estate Developers,327582000,0.05194,-0.035,0.00009
,03990,MIDEA REAL EST,Real Estate Developers,5383000000,0.03937,5.342,0.00118
,03900,GREENTOWN CHINA,Real Estate Developers,16559000000,0.0494,4.812,0.00619
,03883,CHINA AOYUAN,Real Estate Developers,621773000,0.04216,-0.059,0.00094
,03688,TOP SPRING,Real Estate Developers,635730000,0,-0.725,0
,03383,AGILE GROUP,Real Estate Developers,2573000000,0.03921,-0.169,0.00371
,03380,LOGAN GROUP,Real Estate Developers,4037000000,0.07352,-0.409,0.00175
,03377,SINO-OCEAN GP,Real Estate Developers,3160000000,0.05882,-0.136,0.00787
,03366,OCT (ASIA),Real Estate Developers,142190000,0.06285,-0.277,0.00058
,03301,RONSHINECHINA,Real Estate Developers,249148000,0.02739,-0.038,0.00024
,02892,MILLION CITIES,Real Estate Developers,348750000,0,-0.655,0
,02777,R&F PROPERTIES,Real Estate Developers,3377000000,0.03333,-0.152,0.00102
,02772,ZHONGLIANG HLDG,Real Estate Developers,587716000,0.07746,-0.125,0.00085
,02608,SUNSHINE 100,Real Estate Developers,73974000,0.21875,-0.022,0.00207
,02421,KRP DEVELOPMENT,Real Estate Developers,343648000,0.02985,7.816,0.00001
,02330,CHINA UPTOWN,Real Estate Developers,247339000,0,-4.821,0
,02329,GLORY HEALTH,Real Estate Developers,479997000,0,-0.771,0
,02288,RYKADAN CAPITAL,Real Estate Developers,59320000,0,-0.313,0
,02286,CHEN XING,Real Estate Developers,90000000,0,-0.538,0
,02231,JY GRANDMARK,Real Estate Developers,1482000000,0,-0.732,0
,02202,CHINA VANKE,Real Estate Developers,58699000000,0.02857,4.373,0.01455
,02088,XIWANG PROPERTY,Real Estate Developers,77483000,0,-0.524,0
,01996,RSUN PPT,Real Estate Developers,223706000,0.01408,-0.028,0
,01966,CHINA SCE GROUP,Real Estate Developers,620779000,0.04458,-0.07,0.00089
,01918,SUNAC,Real Estate Developers,10107000000,0.03389,-1.149,0.00896
,01908,C&D INTL GROUP,Real Estate Developers,27942000000,0.03042,5.029,0.00107
,01862,JINGRUI HLDGS,Real Estate Developers,127721000,0.15476,-0.067,0.00074
,01813,KWG GROUP,Real Estate Developers,1128000000,0.0606,-0.055,0.00126
,01777,FANTASIA,Real Estate Developers,357901000,0.03225,-0.05,0.00007
,01668,CHINASOUTHCITY,Real Estate Developers,2334000000,0.05238,-0.406,0.00234
,01663,S HARBOURHOLD,Real Estate Developers,288288000,0,13,0
,01638,KAISA GROUP,Real Estate Developers,961119000,0.08461,-0.044,0.00005
,01628,YUZHOU GROUP,Real Estate Developers,595496000,0.05263,-0.051,0.00034
,01570,WEIYE HOLDINGS,Real Estate Developers,619780000,0,-10.676,0
,01560,STAR GROUP ASIA,Real Estate Developers,127017000,0,-0.431,0
,01396,GD-HKGBA HLDGS,Real Estate Developers,257799000,0.03061,-0.192,0.00037
,01329,CAPITAL GRAND,Real Estate Developers,597627000,0.17307,62.222,0.00293
,01321,CHINA NEWCITY,Real Estate Developers,1669000000,0,-3.739,0
,01278,CHINANEWTOWN,Real Estate Developers,778100000,0,5,0.00001
,01246,BOILLHEALTHCARE,Real Estate Developers,36666000,0.07142,-0.086,0.01482
,01243,WANG ON PPT,Real Estate Developers,638400000,0.02272,3,0
,01238,POWERLONG,Real Estate Developers,2401000000,0.09677,-0.82,0.00525
,01233,TIMES CHINA,Real Estate Developers,588508000,0.07017,-0.118,0.00028
,01232,GW TIANDI,Real Estate Developers,88152000,0,-0.077,0.00012
,01224,C C LAND,Real Estate Developers,4698000000,0,-2.425,0
,01218,EASYKNIT INT'L,Real Estate Developers,214566000,0,16.201,0
,01195,KINGWELL GROUP,Real Estate Developers,57882000,0.10526,-2.222,0.00055
,01176,ZHUGUANG HOLD,Real Estate Developers,1120000000,0.05696,-1.281,0.00759
,01172,MAGNUSCONCORDIA,Real Estate Developers,196493000,0,-0.557,0
,01124,COASTAL GL,Real Estate Developers,107797000,0.0196,-0.253,0.00019
,01113,CK ASSET,Real Estate Developers,102516000000,0.01535,5.912,0.02074
,01109,CHINA RES LAND,Real Estate Developers,191822000000,0.02568,5.542,0.00176
,01098,ROAD KING INFRA,Real Estate Developers,809283000,0.06956,-0.204,0.00106
,01030,SEAZEN,Real Estate Developers,9750000000,0.02962,10.073,0.00656
,00989,HUA YIN INTL H,Real Estate Developers,360182000,0.0625,0.862,0
,00978,CHI MER LAND,Real Estate Developers,1472000000,0,10,0.00001
,00960,LONGFOR GROUP,Real Estate Developers,76202000000,0.02284,5.375,0.00354
,00938,MAN SANG INT'L,Real Estate Developers,647199000,0,-1.34,0
,00910,CHINA SANDI,Real Estate Developers,213705000,0,-0.416,0
,00899,ZHONG JIA GX,Real Estate Developers,168162000,0,-0.684,0.00007
,00884,CIFI HOLD GP,Real Estate Developers,3540000000,0.05882,-0.357,0.00874
,00865,JIANDE INT'L,Real Estate Developers,116760000,0.04761,20,0.00055
,00846,MINGFA GROUP,Real Estate Developers,1523000000,0,-2.941,0
,00845,GLORIOUS PPT H,Real Estate Developers,77926000,0,-0.024,0.00012
,00832,CENTRAL CHINA,Real Estate Developers,385969000,0.03649,-0.107,0.00015
,00817,CHINA JINMAO,Real Estate Developers,8640000000,0.03174,-1.135,0.00144
,00813,SHIMAO GROUP,Real Estate Developers,2924000000,0.05194,-0.126,0.01426
,00760,TALENT PPT GP,Real Estate Developers,62788000,0,-1.694,0
,00755,SHANGHAI ZENDAI,Real Estate Developers,223190000,0.06666,2.5,0.00031
,00754,HOPSON DEV HOLD,Real Estate Developers,13691000000,0.01955,4.682,0.0007
,00726,DIT GROUP,Real Estate Developers,551995000,0.01092,-1.745,0.00007
,00688,CHINA OVERSEAS,Real Estate Developers,152790000000,0.02549,5.407,0.00182
,00683,KERRY PPT,Real Estate Developers,20347000000,0.02285,6.273,0.00133
,00674,CHINA TANGSHANG,Real Estate Developers,277706000,0.06896,9,0
,00672,ZHONGAN GROUP,Real Estate Developers,676297000,0.04098,1.277,0.00009
,00627,JAPAN KYOSEI,Real Estate Developers,2003000000,0.05084,-3.711,0.00019
,00618,PKU RESOURCES,Real Estate Developers,889660000,0.0625,0.806,0.00029
,00604,SHENZHEN INVEST,Real Estate Developers,8454000000,0.02083,-32.759,0.00039
,00588,BEIJING N STAR,Real Estate Developers,2222000000,0.02985,14.348,0.00215
,00563,SH IND URBAN,Real Estate Developers,2032000000,0.03571,4.126,0.00004
,00542,CN CULTURAL T&A,Real Estate Developers,884023000,0.28,-4.6,0.00036
,00535,GEMDALE PPT,Real Estate Developers,4320000000,0.01886,11.304,0.00029
,00519,APPLIED DEV,Real Estate Developers,262739000,0,-6.143,0
,00497,CSI PROPERTIES,Real Estate Developers,745993000,0.09195,2.25,0.00003
,00485,CHINASINOSTAR,Real Estate Developers,23412000,0,-0.456,0.00037
,00480,HKR INT'L,Real Estate Developers,1886000000,0.03076,-4.032,0.00017
,00432,PCPD,Real Estate Developers,399494000,0.065,-0.856,0.00002
,00369,WING TAI PPT,Real Estate Developers,2837000000,0.04411,-3.186,0
,00367,CHUANG'S INT'L,Real Estate Developers,677384000,0,-0.701,0
,00337,GREENLAND HK,Real Estate Developers,711930000,0.09259,-0.368,0.0009
,00313,RICHLY FIELD,Real Estate Developers,233367000,0,0.164,0.00005
,00299,GLORY SUN LAND,Real Estate Developers,17472000,0,-0.029,0
,00298,CHUANG'S CHINA,Real Estate Developers,251133000,0.02727,-0.764,0.0003
,00272,SHUI ON LAND,Real Estate Developers,5378000000,0.02941,6.036,0.00083
,00262,DESON DEV INT'L,Real Estate Developers,90943000,0,-1,0
,00261,GBA HOLDINGS,Real Estate Developers,475377000,0.1134,-4.851,0.00445
,00258,TOMSON GROUP,Real Estate Developers,4224000000,0.0052,97.5,0
,00247,TST PROPERTIES,Real Estate Developers,38181000000,0,11.613,0
,00230,MINMETALS LAND,Real Estate Developers,1422000000,0,-1.403,0
,00216,CHINNEY INV,Real Estate Developers,424553000,0,12.833,0.00001
,00207,JOY CITY PPT,Real Estate Developers,3145000000,0.03555,8.5,0.0001
,00199,ITC PROPERTIES,Real Estate Developers,390095000,0.05747,-2.654,0.00011
,00193,CAPITAL ESTATE,Real Estate Developers,75792000,0.01298,-2.532,0.00001
,00183,WINFULL GP,Real Estate Developers,88438000,0.01226,-1.311,0.00002
,00173,K. WAH INT'L,Real Estate Developers,5514000000,0.01694,6.875,0.00048
,00149,CH AGRI-PROD EX,Real Estate Developers,338404000,0.02777,34,0.00037
,00147,IB SETTLEMENT,Real Estate Developers,1300000000,0,-16,0
,00124,GD LAND,Real Estate Developers,633269000,0.06666,-0.259,0.00002
,00123,YUEXIU PROPERTY,Real Estate Developers,22140000000,0.02707,6.3,0.00274
,00120,COSMOPOL INT'L,Real Estate Developers,526839000,0.09782,-1.417,0.01848
,00119,POLY PROPERTY,Real Estate Developers,5617000000,0.0136,3.525,0.00203
,00115,GRAND FIELD GP,Real Estate Developers,35519000,0,-0.755,0
,00106,LANDSEA MGMT,Real Estate Developers,255005000,0,-0.269,0
,00095,LVGEM CHINA,Real Estate Developers,3364000000,0.05882,-1.435,0.00221
,00088,TAI CHEUNG HOLD,Real Estate Developers,1914000000,0.01941,-96.875,0.00005
,00083,SINO LAND,Real Estate Developers,70063000000,0.01466,11.982,0.00119
,00081,CH OVS G OCEANS,Real Estate Developers,7510000000,0.04166,2.955,0.00566
,00075,Y.T. REALTY,Real Estate Developers,231872000,0,-7.632,0
,00059,SKYFAME REALTY,Real Estate Developers,135141000,0.125,-0.035,0.00047
,00053,GUOCO GROUP,Real Estate Developers,22869000000,0,6.725,0
,00035,FE CONSORT INTL,Real Estate Developers,2930000000,0.03773,17.049,0.00042
,00034,KOWLOON DEV,Real Estate Developers,5942000000,0.02862,17.596,0.00025
,00028,TIAN AN,Real Estate Developers,5718000000,0.01515,4.699,0.00007
,00021,GREAT CHI HLDGS,Real Estate Developers,512805000,0,-129,0
,00017,NEW WORLD DEV,Real Estate Developers,18195000000,0.056,20.196,0.00749
,00016,SHK PPT,Real Estate Developers,202845000000,0.01407,8.485,0.00202
,00012,HENDERSON LAND,Real Estate Developers,102637000000,0.01154,11.082,0.00112
,00004,WHARF HOLDINGS,Real Estate Developers,67691000000,0.02721,71.683,0.00095
,03699,EB GRAND CHINA,Real Estate Investment,169939000,0.02597,8.021,0.00009
,03603,XINJI SHAXI,Real Estate Investment,79126000,0,-0.898,0
,02349,CH CITY INFRA,Real Estate Investment,162670000,0,-1.444,0.00003
,02292,THING ON ENT,Real Estate Investment,576000000,0,-9.195,0
,01997,WHARF REIC,Real Estate Investment,62546000000,0.02386,13.121,0.00324
,01972,SWIREPROPERTIES,Real Estate Investment,72774000000,0.02672,27.583,0.00205
,01730,LHN,Real Estate Investment,807265000,0,3.683,0
,01528,RS MACALLINE,Real Estate Investment,6184000000,0.04137,-2.324,0.00065
,01379,WENLING MCT,Real Estate Investment,243200000,0,8.107,0
,01168,SINOLINK HOLD,Real Estate Investment,701140000,0.02727,-2.5,0.00014
,01125,LAI FUNG HOLD,Real Estate Investment,628964000,0,-1.076,0
,01036,VANKE OVERSEAS,Real Estate Investment,525863000,0,19.014,0
,00997,CHINLINK INTL,Real Estate Investment,33909000,0,-0.09,0.00046
,00898,MULTIFIELD INTL,Real Estate Investment,643777000,0,3.598,0
,00878,SOUNDWILL HOLD,Real Estate Investment,1649000000,0.01016,-2.55,0.00004
,00864,WING LEE PPT,Real Estate Investment,77235000,0,-1.639,0
,00859,ZHONGCHANG INTL,Real Estate Investment,129378000,0,-1.769,0
,00800,A8 NEW MEDIA,Real Estate Investment,887307000,0.01562,32,0.00012
,00720,AUTO ITALIA,Real Estate Investment,783292000,0,-4.353,0.00002
,00718,TAI UNITED HOLD,Real Estate Investment,157500000,0.13793,-0.135,0.00008
,00655,HK CHINESE LTD,Real Estate Investment,579501000,0,3.671,0
,00616,EMINENCE ENT,Real Estate Investment,131878000,0.12359,2.074,0.06635
,00583,GWPA HOLDINGS,Real Estate Investment,470324000,0,1.648,0.00005
,00495,PALADIN,Real Estate Investment,53249000,0,-1.407,0
,00456,NEW CITY DEV,Real Estate Investment,45139000,0,-0.358,0
,00430,ORIENTAL EXPL,Real Estate Investment,116455000,0,-2.857,0
,00410,SOHO CHINA,Real Estate Investment,3640000000,0.02816,-18.421,0.00024
,00287,WINFAIR INV,Real Estate Investment,156000000,0,-4.305,0
,00277,TERN PROPERTIES,Real Estate Investment,540604000,0,-55.714,0
,00271,ASIASEC PPT,Real Estate Investment,243171000,0.01005,0.916,0.00004
,00266,TIAN TECK LAND,Real Estate Investment,911485000,0,-1.2,0.00005
,00251,SEA HOLDINGS,Real Estate Investment,963396000,0,-1.128,0
,00237,SAFETY GODOWN,Real Estate Investment,789750000,0,-4.194,0
,00225,POKFULAM,Real Estate Investment,574035000,0,-3.158,0
,00224,PIONEER GLOBAL,Real Estate Investment,750125000,0,12.5,0
,00212,NANYANG HOLD,Real Estate Investment,900145000,0,18.39,0
,00194,LIU CHONG HING,Real Estate Investment,1844000000,0,-2.262,0
,00174,GEMINI INV,Real Estate Investment,165248000,0,-0.252,0
,00171,SILVER GRANT,Real Estate Investment,260448000,0.04424,-0.275,0
,00163,EMPEROR INT'L,Real Estate Investment,1397000000,0.02631,-0.653,0.00002
,00160,HON KWOK LAND,Real Estate Investment,1117000000,0,7.277,0.00003
,00158,MELBOURNE ENT,Real Estate Investment,1680000000,0,-13.006,0
,00131,CHEUK NANG HOLD,Real Estate Investment,1260000000,0,60.313,0
,00127,CHINESE EST H,Real Estate Investment,2232000000,0.03571,29.25,0.0001
,00105,ASSO INT HOTELS,Real Estate Investment,1800000000,0.00397,-1.136,0.00004
,00101,HANG LUNG PPT,Real Estate Investment,31290000000,0.05028,7.886,0.0075
,00089,TAI SANG LAND,Real Estate Investment,612736000,0,-3.302,0
,00071,MIRAMAR HOTEL,Real Estate Investment,6564000000,0.01351,6.719,0.0001
,00063,CHI ASIA VALLEY,Real Estate Investment,584449000,0.02173,92,0
,00050,HK FERRY (HOLD),Real Estate Investment,1500000000,0.01415,7.884,0.00031
,00041,GREAT EAGLE H,Real Estate Investment,8360000000,0.01415,10.95,0.00035
,00037,FE HOTELS,Real Estate Investment,421417000,0.03508,-50.909,0.00038
,00036,FE HLDGS INTL,Real Estate Investment,59902000,0,-0.821,0
,00029,DYNAMIC HOLD,Real Estate Investment,1830000000,0.0129,275,0.00048
,00026,CHINA MOTOR BUS,Real Estate Investment,2536000000,0,-16.331,0
,00014,HYSAN DEV,Real Estate Investment,11708000000,0.01234,-13.428,0.00228
,00010,HANG LUNG GROUP,Real Estate Investment,11819000000,0.02054,4.205,0.00134
,09956,ANE,Road transport,7476000000,0.03189,17.285,0.00343
,02482,LOGORY,Road transport,947836000,0,-29.565,0
,02246,GOGOX,Road transport,267116000,0.05681,-0.22,0.00328
,02129,LEGION CONSO,Road transport,141250000,0,7.063,0
,00862,VISION VALUES,Road transport,113802000,0.15625,-9.667,0.00026
,08147,MILLENNIUM PG,Satellite and Wireless Communication,35045000,0.02898,-2.024,0.00054
,02477,WELLCELL HOLD,Satellite and Wireless Communication,1560000000,0.06969,69.333,0.00048
,01045,APT SATELLITE,Satellite and Wireless Communication,2034000000,0.01369,8.555,0.00019
,00788,CHINA TOWER,Satellite and Wireless Communication,176008000000,0.0303,16.393,0.00487
,00471,SILKWAVE INC,Satellite and Wireless Communication,170277000,0.15306,-0.326,0.00059
,08540,VICTORY SEC,Securities and Brokerage,655269000,0,-26.25,0.00039
,08350,WELL LINK SEC,Securities and Brokerage,140000000,0.01754,15.909,0.00001
,08226,KOALA FIN GP,Securities and Brokerage,50100000,0.07017,6.316,0.00038
,08210,DLC ASIA,Securities and Brokerage,48800000,0.1,30.5,0.00041
,08098,CL GROUP,Securities and Brokerage,81400000,0,-12.333,0
,06886,HTSC,Securities and Brokerage,80632000000,0.02239,5.732,0.00254
,06881,CGS,Securities and Brokerage,46909000000,0.02517,5.396,0.00428
,06837,HAITONG SEC,Securities and Brokerage,50950000000,0.04228,45.882,0.00416
,06806,SWHY,Securities and Brokerage,37810000000,0.02,7.438,0.00069
,06178,EB SECURITIES,Securities and Brokerage,23561000000,0.02111,5,0.00132
,06099,CMSC,Securities and Brokerage,54440000000,0.02492,5.629,0.00162
,06066,CSC,Securities and Brokerage,47470000000,0.03481,6.114,0.00325
,06058,CISI FIN,Securities and Brokerage,824000000,0.0097,14.714,0.00007
,03958,DFZQ,Securities and Brokerage,26849000000,0.02786,8.827,0.00183
,03908,CICC,Securities and Brokerage,44990000000,0.02004,6.624,0.00622
,03678,HOLLY FUTURES,Securities and Brokerage,1270000000,0.02362,140,0.00183
,02611,GTJA,Securities and Brokerage,70696000000,0.02127,6.833,0.00092
,02263,FU SHEK FIN,Securities and Brokerage,182000000,0.05617,15.167,0.00025
,01788,GUOTAI JUNAN I,Securities and Brokerage,5828000000,0.03225,29.048,0.00106
,01776,GF SEC,Securities and Brokerage,51061000000,0.02335,6.634,0.00419
,01709,DL HOLDINGS GP,Securities and Brokerage,7713000000,0.08898,-158.75,0.00372
,01476,HENGTOU SEC,Securities and Brokerage,5209000000,0.015,74.074,0.0111
,01469,GET NICE FIN,Securities and Brokerage,1600000000,0,10.667,0.00004
,01461,ZHONGTAIFUTURES,Securities and Brokerage,510969000,0.04081,3.469,0.0001
,01456,GUOLIAN SEC,Securities and Brokerage,8892000000,0.01273,11.985,0.00377
,01428,BRIGHT SMART,Securities and Brokerage,2936000000,0.01704,5.258,0.00184
,01375,CC SECURITIES,Securities and Brokerage,4829000000,0.03773,20.8,0.00197
,01282,RENZE HARVEST,Securities and Brokerage,450240000,0,4.421,0
,01141,CMBC CAPITAL,Securities and Brokerage,253733000,0.02586,-0.443,0.00011
,00952,QUAM PLUS FIN,Securities and Brokerage,1444000000,0,12.263,0
,00851,SHENG YUAN HLDG,Securities and Brokerage,177276000,0,-6.484,0
,00821,VC HOLDINGS,Securities and Brokerage,126150000,0.0566,-0.44,0.00068
,00804,PINESTONE,Securities and Brokerage,148216000,0.22033,-6.083,0.00331
,00717,EMPEROR CAPITAL,Securities and Brokerage,289856000,0.08888,-1.792,0.00046
,00622,OSHIDORI,Securities and Brokerage,884349000,0.02068,-10.214,0
,00619,SOUTH CHINA FIN,Securities and Brokerage,90383000,0,-0.651,0
,00585,IMAGI INT'L,Securities and Brokerage,340268000,0,-27.333,0.00001
,00510,CASH FIN SER GP,Securities and Brokerage,97014000,0,-1.018,0
,00329,OCI INTL,Securities and Brokerage,1335000000,0.04545,-98.889,0.00051
,00290,GOFINTECH INNOV,Securities and Brokerage,6200000000,0.03092,-108.889,0.00042
,00279,ARTA TECHFIN,Securities and Brokerage,497723000,0.07407,-5.2,0.00039
,00245,CHINA VERED FIN,Securities and Brokerage,2395000000,0.04411,-69,0.0013
,00227,FIRST SHANGHAI,Securities and Brokerage,306695000,0,-28,0
,00218,SWHYHK,Securities and Brokerage,515176000,0,-2.683,0.00005
,00211,STYLAND HOLD,Securities and Brokerage,111629000,0,-1.619,0.00004
,00139,CENTRALWEALTHGP,Securities and Brokerage,310213000,0.15,-2.25,0.01401
,00064,GET NICE,Securities and Brokerage,1391000000,0,7.579,0
,08529,UBOT HOLDING,Semiconductor equipment and materials,181938000,0.01408,35.5,0.0033
,08257,GENES TECH,Semiconductor equipment and materials,63000000,0,2.739,0.00002
,00522,ASMPT,Semiconductor equipment and materials,40145000000,0.04312,56.112,0.00499
,00243,QPL INT'L,Semiconductor equipment and materials,49087000,0,-1.429,0
,06939,MEGAIN,Semiconductors,300875000,0,11.837,0
,06908,HG SEMI,Semiconductors,398059000,0.21978,-2.398,0.00889
,02878,SOLOMON SYSTECH,Semiconductors,910913000,0.04054,5.984,0.0017
,02203,BRAINHOLE TECH,Semiconductors,101600000,0.0147,-2.953,0.00003
,02166,SMART-CORE,Semiconductors,630399000,0.008,8.836,0
,02149,BATELAB,Semiconductors,1491000000,0.00201,12.375,0.00022
,01912,CONTEL,Semiconductors,120793000,0.20202,-1.594,0.01324
,01385,SHANGHAI FUDAN,Semiconductors,10566000000,0.03603,13.313,0.01949
,01347,HUA HONG SEMI,Semiconductors,42150000000,0.04268,19.255,0.01203
,00981,SMIC,Semiconductors,148144000000,0.02716,20.992,0.00817
,00724,RUIXIN INT'L,Semiconductors,8822000,0,-0.118,0
,00595,AV CONCEPT HOLD,Semiconductors,422528000,0.10526,3.875,0.00434
,00085,CE HUADA TECH,Semiconductors,2720000000,0.02919,3.964,0.00129
,08502,OCEAN LINE PORT,Shipping and Ports,236000000,0,3.598,0
,08020,UNITAS HOLD,Shipping and Ports,57485000,0,22,0.00016
,06198,QINGDAO PORT,Shipping and Ports,39336000000,0.03099,7.24,0.00306
,06119,TIAN YUAN GP,Shipping and Ports,468000000,0.0886,22.286,0.01018
,06117,RIZHAO PORT JR,Shipping and Ports,996000000,0,4.138,0
,03877,CSSC SHIPPING,Shipping and Ports,9590000000,0.01923,5.049,0.00019
,03683,GREAT HARVEST,Shipping and Ports,185760000,0,-1.383,0
,03382,TIANJINPORT DEV,Shipping and Ports,3756000000,0.03264,5.169,0.00057
,03369,QHD PORT,Shipping and Ports,10280000000,0.01612,6.093,0.0015
,02880,LIAONING PORT,Shipping and Ports,14872000000,0.03174,10,0.00033
,02866,COSCO SHIP DEV,Shipping and Ports,15340000000,0.01769,9.912,0.00259
,02682,YUN LEE MARINE,Shipping and Ports,193000000,0,5.361,0
,02490,LC LOGISTICS,Shipping and Ports,8016000000,0.13358,61.135,0.00064
,02409,SEACON,Shipping and Ports,1925000000,0,11.596,0
,02343,PACIFIC BASIN,Shipping and Ports,13677000000,0.05576,15.951,0.00565
,01919,COSCO SHIP HOLD,Shipping and Ports,225044000000,0.05753,8.545,0.01782
,01903,JBB BUILDERS,Shipping and Ports,285000000,0,-20.357,0
,01748,XIN YUAN ENT,Shipping and Ports,1760000000,0,26.49,0
,01732,XIANGXING INT,Shipping and Ports,230400000,0.08791,20,0.0069
,01719,CIL GROUP,Shipping and Ports,1259000000,0,81.111,0.0001
,01549,EVER HARVEST GP,Shipping and Ports,175150000,0.19298,6.278,0.0011
,01308,SITC,Shipping and Ports,58488000000,0.0491,14.083,0.00353
,01199,COSCO SHIP PORT,Shipping and Ports,19977000000,0.03148,7.873,0.00298
,01145,COURAGE INV,Shipping and Ports,93305000,0.07894,-3.036,0.00169
,01138,COSCO SHIP ENGY,Shipping and Ports,48376000000,0.04752,13.084,0.00886
,00598,SINOTRANS,Shipping and Ports,27718000000,0.02849,5.947,0.00282
,00560,CHU KONG SHIP,Shipping and Ports,863299000,0,7.549,0
,00498,BLUE RIVER HLDG,Shipping and Ports,171756000,0,-0.284,0
,00351,ASIA ENERGY LOG,Shipping and Ports,444879000,0.05882,37.167,0.00002
,00316,OOIL,Shipping and Ports,85849000000,0.05251,8.03,0.00307
,00144,CHINA MER PORT,Shipping and Ports,50544000000,0.02777,8.108,0.0013
,00137,JINHUI HOLDINGS,Shipping and Ports,424232000,0.18918,-1.563,0.0001
,09936,XIMEI RESOURCES,Special Chemical Supplies,1076000000,0.03741,11.199,0.00127
,09933,GHW INTL,Special Chemical Supplies,1790000000,0.2455,596.667,0.00525
,08139,CHANGAN RH,Special Chemical Supplies,49920000,0,19.697,0
,06616,GLOBAL NEW MAT,Special Chemical Supplies,4819000000,0.01799,24.012,0.00337
,02881,WUHAN YOUJI,Special Chemical Supplies,592455000,0.07657,7.367,0.00493
,02502,JINYUAN HCHEM,Special Chemical Supplies,621166000,0.05882,10.317,0.0012
,02322,HK CHAOSHANG GP,Special Chemical Supplies,3338000000,0.10256,-81,0.00017
,02198,CHINA SANJIANG,Special Chemical Supplies,1820000000,0.05732,18,0.00037
,02116,JS INNOV,Special Chemical Supplies,153600000,0.01587,6.531,0.0007
,02023,CHINA LUDAO,Special Chemical Supplies,422948000,0.03488,8.776,0.00011
,01986,TSAKER NE,Special Chemical Supplies,1045000000,0.03921,32.813,0.00017
,01950,DIWANG IND H,Special Chemical Supplies,95040000,0.09923,4.4,0.00041
,01932,CPM GROUP,Special Chemical Supplies,255000000,0,-3.806,0
,01907,CHINA RISUN GP,Special Chemical Supplies,13217000000,0.01315,13.889,0.00183
,01861,PRECIOUS DRAGON,Special Chemical Supplies,437425000,0,7.695,0
,01561,PAN ASIA DATA H,Special Chemical Supplies,174734000,0,-2.929,0
,01047,NGAI HING HONG,Special Chemical Supplies,125528000,0,-2.411,0
,00990,THEME INT'L,Special Chemical Supplies,6870000000,0.07407,5.73,0.00075
,00746,L & M CHEMICAL,Special Chemical Supplies,3234000000,0.00253,8.066,0.00014
,00660,WAI CHUN BIOTEC,Special Chemical Supplies,21435000,0,-1.389,0
,00640,INFINITY DEV,Special Chemical Supplies,416880000,0,6.218,0.00011
,00609,TIANDE CHEMICAL,Special Chemical Supplies,999830000,0.00884,4.291,0.00089
